a              6 
climbed        kl9md 
climber        kl9mR 
climbing       kl9mIN 
climbs         kl9mz 
clings         klIN 
clinic           klInIk 
clinics          klInIks 
clink         klINk 
clinking     klINkIN 
clip            klIp 
clipped      klIpt 
clippers      klIpRz 
clipping      klIpIN 
clips         klIps 
cloaks        kloks 
clobber        klabR 
clock          klak 
clop            klap 
close          kloz 
closed         klozd 
closely        klosli 
closer          klosR 
closes       kloz6z 
closet          klOzIt 
closing      klozIN 
cloth          klOT 
clothes        kloz 
clothing       kloDIN 
cloud       klQd 
clouding    klQdIN 
clouds         klQdz 
cloudy        klQdi 
clover        klovR 
clown          klQn 
clowns         klQnz 
club            klAb 
cluck         klAk 
clue         klu 
clues       kluz 
clumps      klAmps 
clumpy       klAmpi 
clumsily     klAmsIli 
clunk         klANk 
clunky       klANki 
clutter        klAtR 
cluttering     klAtRIN 
cmon	       k6man
coal	       kol
coaster      kostR 
coasters      kostRz 
coat           kot 
coats          kots 
cob            kab 
cobweb     kabwEb 
cobwebs    kabwEbz 
coca           kok6 
cock          kak 
cockadoodledoo    kak6dudLdu 
cockle     kakL 
cocoa      koko 
cocoon      k6kun 
code           kod 
coffee         kOfi 
coffee's	       kOfiz
coin	       k7n
coins         k7nz 
coke          kok 
cola         kol6 
colada      kolad6 
cold           kold 
cold's          koldz 
colder      koldR 
coleman      kolm~ 
colin	     kal~
colin's	     kal~z
collapse     k6l&ps 
collar       kalR 
collect     k6lEkt 
collection    k6lEkS~ 
college       kal6G 
color          kAlR 
color's        kAlRz 
colored        kAlRd 
colorful      kAlRfL 
coloring       kAlRIN 
colors         kAlRz 
colts        kolts 
column       kalAm 
columns      kalAmz 
comb           kom 
combed         komd 
combie       kombi 
combination   kambIneS~ 
combine       kMb9n 
combing        komIN 
combs          komz 
come           kAm 
comedy         kam6di 
comes          kAmz 
comfort        kAmf3t 
comfortable    kAmftRbL 
comfortably      kAmftRbli 
comforter     kAmf3tR 
comforting     kAmf3tIN 
comfy        kAmfi 
coming         kAmIN 
commanded   k6m&nd6d 
commander     k6m&ndR 
comment       kamEnt 
commercial      k6mRSL 
commercials     k6mRSLz 
common         kam~ 
communicate     k6myunIket 
communication    k6myunIkeS~ 
company        kMp6ni 
compared       kMp*d 
complain      kMplen 
complaining    kMplenIN 
complains     kMplenz 
complete         kMplit 
completed      kMplit6d 
completely     kMplitli 
complicated    kamplIket6d 
complication    kamplIkeS~ 
computer       kMpyutR 
concentrate     kans~tret 
concentrating  kans~tretIN 
concentric      k~sEntrIk 
concept        kansEpt 
concerned     k~s3nd 
concerns       k~s3nz 
concert          kansRt 
concerts         kansRts 
condensation   kandEnseS~ 
conditioner     k~dIS~R 
conditioning    k~dIS~IN 
condo      kando 
condos      kandoz 
cone             kon 
cones		 konz
confident     kanfIdEnt 
confuse        k~fyuz 
confused       k~fyuzd 
confusing      k~fyuzIN 
congestion     k~GEsc~ 
congratulate    k~gr&culet 
connect        k6nEkt 
connecting     k6nEktIN 
connection     k6nEkS~ 
connections    k6nEkS~z 
connie     kani 
connotes       k6nots 
conscious      kanS6s 
consider        k~sIdR 
considerate    k~sIdR6t 
considered     k~sIdRd 
considering    k~sIdRIN 
considers      k~sIdRz 
consistent     k~sIst~t 
consistently   k~sIst~tli 
conspiracy     k~sp36si 
constant     kanst~t 
constantly     kanst~tli 
constellation  kanst6leS~ 
construct      k~strAkt 
contact        kant&kt 
contain          k~ten 
containable    k~ten6bL 
contained        k~tend 
container       k~tenR 
containers     k~tenRz 
containing        k~tenIN 
contains          k~tenz 
content        kantEnt 
contents      kantEnts 
context        kantEkst 
continually    k~tInyu6li 
continue       k~tInyu 
continued     k~tInyud 
contrary       kantr*i 
control        k~trol 
controlled     k~trold 
controller      k~trolR 
controls        k~trolz 
convenience    k~vinyEnts 
conversation   kanvRseS~ 
conversations  kanvRseS~z 
cook           kUk 
cookbook       kUkbUk
cooked        kUkt
cooker	      kUk3
cookie         kUki 
cookie's       kUkiz
cookies        kUkiz 
cooking        kUkIN 
cooks          kUks 
cool      kul 
cooled    kuld 
cooler     kulR 
cooling    kulIN 
coop     kup 
cooperate   koapRet 
cooperating   koapRetIN 
cooperative    koapR6tIv 
coordinate      ko#dInet 
coordination    ko#dIneS~ 
copied    kapid 
coppertone    kapRton 
cops           kaps 
copyright    kapir9t 
coral       k#L 
cord           k%d 
cords     k%dz 
corduroy       k%d6r7 
corduroy's     k%d6r7z 
cork          k%k 
corked      k%kt 
corn              k%n 
corner         k%nR 
cornfield      k%nfild 
cornish         k%nIS 
corny      k%ni 
corral      k6r&l 
correct        k6rEkt 
correctly      k6rEktli 
correspondence k%6spand~s 
cosby      kOzbi 
cost        kast 
costs       kasts 
cotton         kat~ 
cottontail     kat~tel 
couch          kQc 
couches        kQcIz 
cough          kOf 
coughing      kOfIN 
could          k6d 
couldn't       k6d~t 
counselor     kQns6lR 
count          kQnt 
counted        kQntId 
counter      kQntR 
countertop      kQntRtap 
counting       kQntIN 
countries        kAntriz 
country          kAntri 
counts         kQnts 
county       kQnti 
couple         kApL 
coupon     kupan 
coupons    kupanz 
course         k%s 
courting        k#tIN 
cousin         kAz~ 
cousins        kAz~z 
cover          kAvR 
covered        kAvRd 
covering      kAvRIN 
covers      kAvRz 
cow            kQ 
cow's          kQz 
cowabunga      kQ6bAng6 
cowboy     kQb7 
cowpokie    kQpoki 
cows           kQz 
cozy       kozi 
crab         kr&b 
crabbie      kr&bi 
crabbing    kr&bIN 
crabby       kr&bi 
crack          kr&k 
cracked        kr&kt 
cracker         kr&kR 
crackers       kr&kRz 
crackery     kr&kRi 
cracking     ky&kIN
cracky       kr&ki 
cradle          kredL 
cradles          kredLz 
cramped      kr&mpt 
cranberries    kr&nb*iz 
cranberry       kr&nb*i 
crane          kren 
cranium      kreniM 
crank       kr&Nk 
crankiness      kr&NkinEs 
cranky         kr&Nki 
crap            kr&p 
crash          kr&S 
crashed       kr&St 
crashes        kr&S6z 
crashing        kr&SIN 
crawl          krOl 
crawled         krOld 
crawler         krOlR 
crawling         krOlIN 
crawls           krOlz 
crayon         krean 
crayons        kreanz 
crazed          krezd 
crazy          krezi 
cream          krim 
creamy      krimi 
creates        kriets 
creative     kiretIv 
creatively     krietIvli 
creature       kricR 
creatures       kricRz 
credit          krEdIt 
credited       krEdIt6d 
crediting       krEdItIN 
credits           krEdIts 
creek      krik 
creep       krip 
creepy       kripi 
crew       kru 
crib           krIb 
cribbie       krIbi 
crickets       krIk6ts 
cried      kr9d 
crinkles     krINkLz 
crinkling     krINkLIN 
crinkly      krINkLi 
crispier       krIspiR 
crispiest       krIspiEst 
crispy          krIspi 
crisscross   krIskras 
critter       krItR 
croakity     krok6ti 
crock           krak 
crocodile      krak6d9l 
crocodiles      krak6d9lz 
crocodiles'    krak6d9lz 
crocuses      kroc6s6s 
cromer	      krom3
cromer's      krom3z
crooked       krUk6d 
crooks          krUks 
cross            kras 
crossed       krast 
crossing      krasIN 
crosss         kras 
crow       kro 
crowd     krQd 
crowded    krQd6d 
crowed       krod 
crown       krQn 
crud        krAd 
cruise      kruz 
crumb      krAm 
crumble    krAmbL 
crumbs     krAmz 
crunch         krAnc 
crunchies    krAnciz 
crunchy        krAnci 
crush      krAS 
crust    krAst 
crusted         krAst6d 
crusty         krAsti 
cry     kr9 
crybaby     kr9bebi 
crying         kr9IN 
crystals      krIstLz 
cub     kAb 
cubby    kAbi 
cube       kyub 
cubes          kyubz 
cucumber    kyukAmbR 
cucumbers    kyukZmbRz 
cuddly      kAdLi 
cuetip     kyutIp 
cummings   kAmINz
cup            kAp 
cup's	       kAps
cupboard     kAbRd 
cupboard's   kAbRdz 
cupcake      kApkek 
cupcake's     kApkeks 
cupcakes     kApkeks 
cupfuls        kApfUlz 
cups           kAps 
cups          kAps 
curb           k3b 
curds       k3dz 
curious        ky)i6s 
curl        k3l 
curled     k3ld 
curly          k3li 
current        k3~t 
curse     k3s 
curtain    k3t~ 
curtains     k3t~z 
curvy       k3vi 
cushion     kUS~ 
cushioned   kUS~d 
cushions      kUS~z  
custard	      kAst3d
cut            kAt 
cute           kyut 
cutest         kyutIst 
cutesy     kutsi 
cutey          kyuti 
cutie        kyuti 
cutiepie     kyuti    p9 
cutting       kAtIN 
cymbals       sImbLz 
czech        cEk 
czechoslovakia's      cEk6sl6vaki6z 
d              di 
d@l            di 
da             da 
dab      d&b 
dab@c     d&b 
dabby@c      d&b 
dad            d&d 
dad'll      d&dL 
dad's       d&dz 
dada           d&d& 
dada's         d&d&z 
dadada         d&  d&  d& 
dadada's     d&  d&  d&z 
dadada@o      d&  d&  d& 
dadadada@o     d&  d&  d&  d& 
daddy          d&di 
daddy'd      d&did 
daddy's        d&diz 
daffodil     d&f6dIl 
daffodils      d&f6dIlz 
daffy        d&fi 
daily           deli 
dainty       denti 
dairy    d*i 
daisies        deziz 
daisy          dezi 
dakota       d6kota 
dakota's     d6kotaz 
dale           del 
dalmatian     d&lmeS~ 
dalmatians     d&lmeS~z 
damage       d&m6G 
damaged     d&m6Gd 
damages     d&m6G6z 
damaging     d&m6GIN 
dame     dem 
damn           d&m 
damp       d&mp 
dan            d&n 
dan's          d&nz 
dance          d&ns 
dances      d&ns6z 
dancing        d&nsIN 
dandelion    d&ndil9~ 
dandy    d&ndi 
dang            deN 
dangerous      denGR6s 
daniel    d&nyL 
danny	  d&ni
dapper         d&pR 
dare       d* 
daring      d*IN 
dark              d#k 
darling        d#lIN 
darn    d#n 
darnit	d#nIt
dat     d&t 
date           det 
daughter       dOtR 
david   devId 
davis     devIs 
davy	  devi
dawn     dOn 
dawn's     dOnz 
day            de 
day's      dez 
daycare    dek* 
daydreaming    dedrimIN 
days           dez 
daytime     det9m 
daze        dez 
dazey        dezi 
dead          dEd 
deal           dil 
dear           d( 
deborah      dEbr6 
debra      dEbr6 
december   disEmbR 
decent    dis~t 
decibels    dEs6bLz 
decide         dIs9d 
decided        dIs9dId 
decisions       dIsIZ~z 
deck    dEk 
declare         dIklEr 
declared       dIklErd 
declares         dIklErz 
declaring         dIklErIN 
decorating	  dEk6retIN
decoration    dEk#eS~ 
decorations      dEk%eS~z 
deep           dip 
deepest   dip6st 
deer        d( 
defender     dIfEndR 
definitely     dEf6nItli 
definition    dEf6nIS~ 
defrost      dIfrOst 
degree           dIgri 
degrees         dIgriz 
dehydrated   dih9dret6d 
delay          dIle 
delete      dIlit 
deleting    dIlitIN 
delicious      dIlIS6s 
delighted      dIl9tId 
deliver         dIlIvR 
delivers       dIlIvRz 
dell       dEl 
deluxe          dilAks 
demand   dIm&nd 
demolition       dEm6lIS~ 
demonstrate    dEm~stret 
dennis      dEnIs 
dense        dEns 
dentist        dEntIst 
dentist's      dEntIsts 
deny    dIn9 
depend         dIpEnd 
depended      dIpEnd6d 
depending      dIpEndIN 
depends        dIpEndz 
deposit     dIpazIt 
deprive     dIpr9v 
deprived   dIpr9vd 
derived       dIr9vd 
desert        dEz3t 
deserve     dIz3v 
design      dIz9n 
desire         dIz9R 
desitin       dEzItIn 
desk           dEsk 
despise    dIsp9z 
dessert        dIz3t 
destroy     dIstr7 
destroying    dIstr7IN 
destruction    dIstrAkS~ 
destructive        dIstrAktIv 
detergent          dItRGEnt        
detergents        dItRGEnts 
determine       dIt3m~ 
determined      dIt3m~d 
detour      dit# 
device      dIv9s 
devil      dEvL 
devon     dEv~ 
devotion   dIvoS~ 
devour      divQr 
dew       du 
dextrous       dEkstr6s 
dial           d9L 
dialect      d96lEkt 
dialing      d96lIN 
dials          d9Lz 
diamond     d9m~d 
diamonds    d9m~dz 
diaper         d9pR 
diapers        d9pRz 
diapie     d9pi 
diarrhea    d96ri6 
dickory     dIk3i 
dictionary   dIkS~*i 
did            dId 
diddle      dIdL 
didey       d9di 
dideys     d9diz 
didi@o     didi 
dididi@o    di  di  di 
didn't         dId~t 
die             d9 
died            d9d 
dieing       d9IN 
dies             d9z 
diesha      d9iS6 
diet             d96t 
dieting          d96tIN 
diets             d96ts 
difference     dIfr~s 
differences    dIfr~s6z 
different      dIfr~t 
differentiate  dIf6rEnSiet 
differently    dIfr~tli 
difficult      dIfIkAlt 
difficulty     dIfIkAlti 
dig            dIg 
digby          dIgbi 
digger     dIgR 
digging    dIgIN 
digits         dIGIt 
digs       dIgz 
dillards       dIlRdz 
dillon       dIl~ 
dillon's     dIl~z 
dimples    dImpLz 
ding        dIN 
dingdong    dINdaN
dining         d9nIN 
dinner         dInR 
dinners      dInRz 
dinnertime     dInRt9m 
dinosaur       d9n6s% 
dinosaur's     d9n6s%z 
dip       dIp 
dips     dIps 
dipsie    dIpsi 
dipsy    dIpsi 
direct    dIrEkt 
directing      dIrEktIN 
direction      dIrEkS~ 
directions     dIrEkS~z 
dirt           d3t 
dirt's      d3ts 
dirty          d3ti 
dis        dIs 
disappear       dIs6p( 
disappeared    dIs6p(d 
disappearing   dIs6p(IN 
disappointing   dIs6p7ntIN 
disaster          dIz&stR 
disc       dIsk 
discontent     dIsk~tEnt 
discover      dIskAvR 
discovered     dIskAvRd 
discoverer    dIskAvRR 
discovery     dIskAvRi 
discs      dIsks 
discuss     dIskAs 
discussed      dIskAst 
discussion      dIskAS~ 
disguised      dIsk9zd 
disgust           dIsgAst 
disgusted       dIsgAst6d 
disgusting       dIsgAstIN 
dish           dIS 
dishes          dIS6z 
dishrag    dISr&g 
dishwasher     dISwaSR 
disinfected     dIsInfEkt6d 
dismantle      dIsm&ntL 
dismay         dIsme 
disney         dIzni 
disney's      dizniz 
disobedient     dIsobidi~t 
disobey      dIsobe 
disposal    dIzpozL 
dispose      dIzpoz 
disposition   dIsp6zIS~ 
distinct       dIstINkt 
distinction    dIstINkS~ 
distinguishes  dIstINgwISIz 
distracted     dIstr&kt6d 
distracting    dIstr&ktIN 
distraction     dIstr&kS~ 
distracts      dIstr&kts 
disturb       dIst3b 
ditty      dIti 
dive           d9v 
dived     d9vd 
dives          d9vz 
divine     dIv9n 
diving         d9vIN 
dizzy     dIzi 
do             du 
do@si      do   si 
dock        dak 
doctor         daktR 
doctor's       daktRz 
dodge     daG 
does           dAz 
doesn't        dAz~t 
dog            dOg 
dog's          dOgz 
doggie         dOgi 
doggie's       dOgiz 
doggies        dOgiz 
doggone      dOgan 
doggy          dOgi 
doggy's        dOgiz 
doghouse       dOghQs 
dogs           dOgz 
doily	       d7li
doing          duIN 
doll           dal 
doll's         dalz 
dollar     dalR 
dollars        dalRz 
dollhouse      dalhQs 
dollie           dali 
dollie's        daliz 
dollies        daliz 
dolls          dalz 
dolly          dali 
dolly's        daliz 
dolphin        dalfIn 
dolphins     dalfInz 
dome     dom 
domestic       d6mEstIk 
don             dan 
don't          dont 
donald         danLd 
donald's     danLdz 
done           dAn 
dong     daN 
donkey   daNki 
donkeys  daNkiz 
donna    dan6 
donovan   dan6v~ 
donut          don6t 
doo    du 
doocr  d%  
doodle  dudL 
doodoo    dudu 
doopsie    dupsi 
door           d% 
door's         d%z 
doorbell       d%bEl 
doorbells      d%bElz 
doors          d%z 
doorstop    d%stap 
doorway        d%we 
doozy   duzi 
doremifasolatido@si    do  re  mi  fa  so  la  ti  do 
dorm   d#m 
dos      duz 
dot        dat 
doting     dotIN 
dotty   dati 
double         dAbL 
doubling       dAblIN 
doubt          dQt 
dough          do 
doughnut     donAt 
doughnuts    donAts 
dove      dov 
dover    dovR 
down           dQn 
downie     dQni 
download    dQnlod 
downloaded   dQnlod6d 
downstairs    dQnst*z 
downstream  dQnstrim 
downtown     dQntQn 
downy        dQni 
doze      doz 
dozen          dAz~ 
drag           dr&g 
dragged       dr&gd 
dragging       dr&gIN 
dragon         dr&g~ 
dragon's       dr&g~z 
dragonfly  dr&g~fl9 
dragons        dr&g~z 
drags            dr&gz 
drags          dr&gz 
drain   dren 
drainage    dren6G 
drama   dram6 
dramatic   drm&tIk 
drank    dr&Nk 
drape          drep 
draw           drO 
drawer        dr% 
drawers        dr%z 
drawing        drOIN 
draws          drOz 
dreadful    drEdfL 
dream      drim 
dreamed   drimd 
dreaming    drimIN 
dreams    drimz 
dreamy    drimi 
drenched     drEnct 
dress          drEs 
dressed        drEst 
dresser        drEsR 
dresses        drEsIz 
dressing      drEsIN 
drew     dru 
dried    dr9d 
drill   drIl 
drink          drINk 
drink's        drINks 
drinkie      drINki 
drinking       drINkIN 
drinks         drINks 
drip   drIp 
dripping   drIpIN 
drippy     drIpi 
drips    drIps 
drive          dr9v 
driver   dr9vR 
drives   dr9vz 
driveway       dr9vwe 
driving         dr9vIN 
drool  drul 
drooling   drulIN 
drooly       druli 
droopy     drupi 
drop           drap 
dropped        drapt 
dropping      drapIN 
drops   draps 
drove          drov 
drown    drQn 
drum           drAm 
drum's         drAmz 
drummer      drAmR 
drumming       drAmIN 
drummond       drAm~d 
drums     drAmz 
drumstick drAmstIk
drunk     drANk 
drunken   drANk~ 
dry            dr9 
dryer     dr9R 
drying    dr9IN 
drys   dr9z 
dub            dAb 
duck           dAk 
duckie         dAki 
duckie's    dAkiz 
duckies        dAkiz 
ducklings      dAklINz 
ducks          dAks 
dude     dud 
due           du 
dueling     dulIN 
dug   dAg 
dukes    duks 
dum      dAm 
dumb            dAm 
dumbo          dAmbo 
dummy   dAmi 
dump           dAmp 
dumped       dAmpt 
dumping    dAmpIN 
dumpling  dAmplIN 
dumpty         dAmpti 
dumpty's       dAmptiz 
duplo      duplo 
duress     d)Es 
during         d)IN 
dust    dAst 
dusted   dAst6d 
dusting    dAstIN 
dustpan     dAstp&n 
dusty       dAsti 
dvd             di  vi  di 
dwight    dw9t 
dya       dy6 
dye    d9 
dyed   d9d 
dyeisha       d9iS6 
dyeisha's     d9iS6z 
dyes     d9z 
dyiesha     d9iS6 
dying     d9IN 
e              i 
e@l            i 
e@l-s          i 
each           ic 
ear            ( 
ear's          (z 
earache     (ek 
eardrum    (drAm 
earlier        3liR 
early          3li 
earned       3nd 
earphones      (fonz 
earring      (IN 
earrings     (INz 
ears           (z 
earth         3T 
earthquake    3Tkwek 
ease    iz 
easier         iziR 
easiest        iziIst 
easily         izli 
easter       istR 
easy           izi 
eat            it 
eaten          it~ 
eater    itR 
eating         itIN 
eats           its 
ecosystem   ikosIstM 
ecta@q     Ekt6 
eddie      Edi 
eden     id~ 
edge     EG 
edges    Eg6z 
edible     Ed6bL 
educational    EGUkeS6nL 
edward         EdwRd 
eel       il 
eensie    insi 
eeyore    i# 
effort       EfRt 
efg@k    i  Ef  Gi 
egg            Eg 
eggfooyung    Eg  fu  yAN 
eggnog	      Egnag
eggs           Egz 
eh       E 
eight          et 
eighteen       etin 
eighth     eT 
either         iDR 
el               El 
elastic        Il&stIk 
elbow       Elbo 
elbows     Elboz 
eleanor        El6nR 
electrical      IlEktrIkL 
electrician     IlEktrIS~ 
electricity       IlEktrIsIti 
electrocute        IlEktrpkyut 
electrocuted      IlEktrokyut6d 
electrolytes      IlEktrol9ts 
electronically    IlEktranIkli 
elegant    El6g~t 
elephant       El6f~t 
elephant's    El6f~ts 
elephants      El6f~ts 
eleven         IlEv~ 
eleventh    IlEv~T 
elijah     Il9G6 
elisse      Elis 
elizabeth     IlIz6bET 
elizabeth's   IlIz6bETs 
ella           El6 
ellie          Eli 
elmo          Elmo 
elmo's      Elmoz 
else           Els 
else's         ElsIz 
eluded         IludId 
elves    Elvz 
email    imel 
embarrassed   Emb*6st 
emergency      Im3G~si 
emerson	       Em3s~
emily       EmIli 
emmy    Emi 
emmy's   Emiz 
emote          Imot 
emotional    ImoS~L 
emperor's    EmpRRz 
empty    Empti 
emptying EmptiIN
enamel    In&mL 
encourage      Enk3IG 
encouraged     Enk3IGd 
encouraging    Enk3IGIN 
end            End 
ended          EndId 
endlessly     Endl6sli 
ends           Endz 
enemy     En6mi 
energy         EnRGi 
engine         EnG~ 
english        INglIS 
enjoy          EnG7 
enjoyed        EnG7d 
enjoying       EnG7IN 
enjoys         EnG7z 
enormous    In#m6s 
enough         InAf 
enter            EntR 
entered        EntRd 
entering        EntRIN 
enters          EntRz 
entertained     EntRtend 
entertaining    EntRtenIN 
entertainment  EntRtenm~t 
enthusiastic   EnTuzi&stIk 
entice         Ent9s 
entire     Ent9r 
entirely    Ent9rli 
entrance   Entr~s 
entrapment    Entr&pm~t 
entry      Entri 
envelope    Env6lop 
envelopes    Env6lops 
environment    Env9r~m~t 
equipment      IkwIpm~t 
er         3 
eraser	   ires~
eric     ErIk 
erin              ErIn 
ernie          3ni 
ernie's        3niz 
escape    Eskep 
escaped    Eskept 
especially     IspES6li 
estate       Estet 
eternal     it3nL 
etti     Eti 
european      yUr6pi6n 
evaporate       Iv&pRet 
evaporated      Iv&pRet6d 
eve  iv 
eve'll	iv6l
eve's	ivz
even           iv~ 
evening        ivnIN 
event          IvEnt 
eventually   IvEnc6li 
ever           EvR 
every          Evri 
everybody      Evribadi 
everybody's    Evribadiz 
everyday       Evride
everyone       EvriwAn 
everyone's     EvriwAnz 
everyplace     Evriples 
everything     EvriTIN 
everything's     EvriTINz 
everywhere     Evriw* 
evil                ivL 
ew       u 
ewe      yu 
ewie     yui 
exact   Igz&kt 
exactly        Igz&ktli 
exalted   Igzalt6d 
examples       Igz&mpLz 
excellent     EgsEl~t 
except         IksEpt 
excess    EksEs 
excited        Iks9tId 
excitement   Iks9tm~t 
exciting       Iks9tIN 
excuse          Iksyus 
excuses        IkskyusIz 
exercise       EksRs9z 
exercises     Eks3s9z6z 
exercising   Eks3s9zIN 
exersaucer   Eks3sOsR 
exert          Igz3t 
exhibits     EgzIbIts 
exists     IgzIsts 
exodus    Eksod6s 
expect         IkspEkt 
expectations   IkspEkteS~z 
expected       IkspEkt6d 
expecting      IkspEctIN 
expects          IkspEkts 
expedition      Eksp6dIS~ 
expensive      IkspEnsIv 
experience     Iksp(i~s 
experiment    Iksp*Im~t 
explain        Iksplen 
explanation   Ikspl6neS~ 
exploded    Iksplod6d 
explore        Ikspl% 
exploring      Ikspl%IN 
explosion     IksploZ~ 
exposed        Ikspozd 
express           IksprEs 
expresses         IksprEs6z 
expression     IksprES~ 
extent         IkstEnt 
external    Ikst3nL 
extinguisher     EkstINgwISR 
extra    Ekstr6 
extract         Ekstr&kt 
extracted     Ekstr&kt6d 
extracting       Ekstr&ktIN 
extracts          Ekstr&kts 
extraordinarily Ikstr%d~*6li 
extraordinary  Ikstr%d~*i 
extremely     Ikstrimli 
eye            9 
eyeball     9bOl 
eyebrow     9brQ 
eyebrows   9brQz 
eyeglass    9gl&s 
eyeglasses   9gl&s6z 
eyeore      i# 
eyes           9z 
eyesight    9s9t 
eyore      i# 
eyore's     i#z 
f       Ef 
f@l            Ef 
fa@si       fasi 
fabulous    f&byul6s 
face           fes 
facecloth      fesklaT 
faced        fest 
faces        fes6s 
facie       fesi 
facing      fesIN 
fact           f&kt 
fade       fed 
fair           f* 
fairies        f*iz 
fairly     f*li 
fairy           f*i 
faithful      feTfL 
fake           fek 
faked        fekt 
faker         fekR 
fakes         feks 
faking           fekIN 
fall           fOl 
fallen    fOl~ 
falling        fOlIN 
falls      fOlz 
false     fOls 
familiar       f6mIlyR 
families    f&mliz 
family         f&mli 
famous   fem6s 
fan            f&n 
fan's        f&nz 
fancy          f&nsi 
fanny     f&ni 
fantabalocious  f&nt&b6loS6s 
fantastic      f&nt&stIk 
far            f# 
faraway    f#6we 
farm           f#m 
farmer       f#mR 
farmer's    f#mRz 
farmyard    f#my#d 
fart     f#t 
farted   f#t6d 
farther   f#DR 
fartie   f#ti 
fascinated     f&s6netId 
fascinating     f&s6netIN 
fascination    f&s6neS~ 
fast           f&st 
fasten    f%s~ 
fastens    f%s~z 
faster         f&stR 
fat            f&t 
fates    fets 
father         faDR 
father's    faDRz 
fathers    faDRz 
fault          fOlt 
favor     fevR 
favorite       fevrIt 
favorites      fevrIts 
favoritest  fevrIt6st 
fawn     fOn 
faye  fe 
fear    f( 
feast   fist 
feather        fEDR 
feathers    fEDRz 
feathery  fEDRi 
fed            fEd 
fee              fi 
feed           fid 
feeder     fidR 
feeding        fidIN 
feeds          fidz 
feel           fil 
feeling        filIN 
feelings    filINz 
feels          filz 
fees            fiz 
feet           fit 
feet'll    fitL 
feetie  fiti 
feeties fitiz 
feets         fits 
feetsies   fitsiz 
feisty  f9sti 
fell           fEl 
fella  fEl6 
fellow  fElo 
felt           fElt 
fence    fEnts 
fenced    fEntst 
fennel   fenL 
ferocious      f6roS6s 
ferris   fErIs 
ferry    fEri 
fetch    fEtc 
fettuccini   fEt6cini 
fever      fivR 
few            fyu 
fiber            f9bR 
fickle    fIkL 
fiddle   fIdL 
fiddles     fIdLz 
fido   f9do 
field     fild 
fifferfefferfeff     fIfR  fEfR  fEf 
fifteen       fIftin 
fifteenth       fIftinT 
fifth          fIfT 
fiftieth  fIfiET 
fifty          fIfti 
fig   fIg 
fight     f9t 
fighter  f9tR 
fighting  f9tIN 
figs   fIgz 
figure         fIgyR 
figured        fIgyRd 
figures        fIgyRz 
figuring     fIgyRIN 
fill           fIl 
filled         fIld 
filling         fIlIN 
film      fIlm 
filthy  fIlTi 
fin   fIn 
finally        f9nLi 
find           f9nd 
finding        f9ndIN 
findow@n    fIndo 
finds  f9ndz 
fine           f9n 
finger         fINgR 
finger's       fINgRz
fingernail   fINgRnel 
fingernails   fINgRnelz 
fingerprints   fINgRprInts 
fingers        fINgRz 
finicky  fInIki 
finish         fInIS 
finished       fInISt 
finishes       fInIS6z
finishing  fInISIN 
fins   fInz 
fiona    fion6 
fir    fR 
fire           f9R 
firefly   f9rfl9 
fireplace     f9rples 
fires    f9rz 
firetruck     f9rtrAk
firmly   fRmli 
first          f3st 
fish           fIS 
fishbowl   fISbol 
fisher         fISR 
fishes   fIS6z 
fishie         fISi 
fishie's fISiz 
fishies    fISiz 
fishing        fISIN 
fist     fIst 
fists    fIsts 
fit            fIt 
fits    fIts 
fitti   fIti 
fitting   fItIN 
fittis  fItIs 
fitzgerald   fItzG*6ld 
fitzpatrick's  fItsp&trIks 
five           f9v 
fix            fIks 
fixable    fIks6bL 
fixed          fIkst 
fixes          fIks6z 
fixing        fIksIN 
fixit    fIksIt 
flag   fl&g 
flair          fl* 
flairs         fl*z 
flakes   fleks 
flamingo    fl6mINgo 
flap           fl&p 
flaps   fl&ps 
flash   fl&S 
flashcard       fl&Sk#d 
flashes  fl&S6z 
flashlight  fl&Sl9t 
flat           fl&t 
flavor     flevR 
flavored   flevRd 
flavorful    flevRfL 
fleas      fliz 
fleet   flit 
flew    flu 
flicked  flIkt 
flip            flIp 
flipflop   flIpflap 
flipflops   flIpflaps 
flipping    flIpIN 
flips          flIps 
flirting   fl)tIN 
float          flot 
floating   flotIN 
floats   flots 
floor          fl% 
floor's   fl%z 
floors         fl%z 
flop   flap 
floppy   flapi 
flopsy   flapsi 
flouncy  flQntsi 
flour  flQr 
flow   flo 
flower         flQR 
flower's   flQRz 
flowers        flQRz 
flowing    floIN 
flows  floz 
fluff           flAf 
fluffy         flAfi 
fluids         fluIdz 
flush   flAS 
flutter  flAtR 
flutters  flAtRz 
fly            fl9 
flyer    fl9R 
flying         fl9IN 
flys   fl9z 
flyswatter  fl9swatR 
foam   fom 
focussed  fokAst 
fold           fold 
folded         foldId 
folding  foldIN 
folks   foks 
follow         falo 
followed    falod 
following      falowIN 
follows        faloz 
followtheleader  falo  D6  lidR 
food           fud 
foods  fudz 
fool           ful 
fooled    fuld 
fooling        fulIN 
foot           fUt 
foot's         fUts 
football fUtbOl 
footie   fUti 
footprints   fUtprInts 
foots  fUts 
footsies  fUtsiz 
for            f% 
foraging    f%6GIN 
forbidden   f%bId~ 
forced   f%st 
forcing  f%sIN 
forehead   f&hEd 
forest         f%Ist 
forever   f%EvR 
forget         fRgEt 
forgets   fRgEts 
forgetting  fRgEtIN 
forgive   fRgIV 
